Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
5110 | 64.89698699861765 | 136.33287048339844,226.54920959472656,0.19657237827777863 | -0.06274017691612244,-5.041469097137451,-7.957370689837262e-05 | 180.7 | 0.0016349878860637546,0.0344642698764801,-4.198721408843994 | 0.02624853514134884,-0.12176662683486938,0.00025760772405192256 | 0,0
5120 | 65.03043469786644 | 136.32955932617188,225.90289306640625,0.19621729850769043 | -0.04591462016105652,-4.864529609680176,-0.006284738425165415 | 180.5 | -0.09963680058717728,0.05097214877605438,-2.2192275524139404 | 0.09446176141500473,3.129972219467163,-0.028411077335476875 | 0,0
5130 | 65.15613159909844 | 136.32232666015625,225.323974609375,0.19565188884735107 | -0.09907743334770203,-4.065179347991943,0.0005338869523257017 | 181.4 | -0.32197076082229614,0.0020008867140859365,-2.713520050048828 | -0.09616994112730026,7.461885929107666,0.06342452764511108 | 0,0
5140 | 65.28227979689837 | 136.31451416015625,224.87869262695312,0.19522811472415924 | -0.07608482986688614,-3.1138317584991455,0.0007151091122068465 | 181.4 | -0.30803367495536804,0.04291534796357155,-1.7133113145828247 | 0.037988219410181046,6.351859092712402,0.002020337851718068 | 0,0
5150 | 65.41033469885588 | 136.30751037597656,224.50650024414062,0.1951366811990738 | -0.06903571635484695,-2.8428540229797363,0.00011481691763037816 | 181.4 | 0.0877300575375557,0.008548335172235966,-1.1832002401351929 | -0.22325469553470612,-0.24632109701633453,0.0024986222852021456 | 0,0
5160 | 65.5414469987154 | 136.29994201660156,224.1272430419922,0.19551505148410797 | -0.07224370539188385,-3.0216176509857178,0.0018279188079759479 | 181.4 | 0.2971956431865692,0.0012786384904757142,-1.0155283212661743 | -0.11692237854003906,-1.7569694519042969,0.027797987684607506 | 0,0
5170 | 65.67133549973369 | 136.291748046875,223.72080993652344,0.19596171379089355 | -0.07266197353601456,-3.065330743789673,0.0016673686914145947 | 181.4 | 0.14935967326164246,0.002903154119849205,-0.8503915071487427 | 0.11486455798149109,2.6063668727874756,-0.01805940829217434 | 0,0
5180 | 65.80768469721079 | 136.28414916992188,223.36065673828125,0.19578658044338226 | -0.05708355829119682,-2.3698675632476807,-0.004015687387436628 | 181.4 | -0.18574579060077667,0.010444164276123047,-0.5857081413269043 | 0.035074926912784576,5.002099514007568,-0.20282068848609924 | 0,0
5190 | 65.93808199837804 | 136.27783203125,223.06077575683594,0.19576679170131683 | -0.0544692687690258,-2.282980442047119,-0.0004952040035277605 | 181.4 | 0.07225661724805832,-0.005513577722012997,-0.44048598408699036 | -0.08511704951524734,-1.3883341550827026,-0.12490701675415039 | 0,0
5200 | 66.07054399698973 | 136.27098083496094,222.7390594482422,0.19602340459823608 | -0.05848688632249832,-2.5556018352508545,-0.0018535020062699914 | 181.3 | 0.2154719978570938,-0.006173943635076284,-0.3645669221878052 | -0.1424325406551361,-2.7422614097595215,-0.2335483729839325 | 0,0
5210 | 66.1989234983921 | 136.26333618164062,222.3863067626953,0.19638054072856903 | -0.06761481612920761,-2.8801770210266113,-0.0006560304900631309 | 181.3 | 0.19615960121154785,-0.0075372508727014065,-0.3881761133670807 | -0.08493959903717041,-2.636667251586914,-0.16832509636878967 | 0,0
5220 | 66.32640289887786 | 136.2554931640625,222.02471923828125,0.19648723304271698 | -0.062422722578048706,-2.7105064392089844,0.00020672124810516834 | 181.3 | -0.1083185002207756,0.003736831247806549,-0.30373406410217285 | 0.04467838630080223,4.314939975738525,0.011452596634626389 | 0,0
5230 | 66.45526769757271 | 136.24871826171875,221.70919799804688,0.1961866319179535 | -0.05295471474528313,-2.351703643798828,-0.0009056024719029665 | 181.3 | -0.1329837441444397,0.0012246201513335109,-0.18369844555854797 | -0.02876194752752781,-0.09731408208608627,-0.10030113905668259 | 0,0
5240 | 66.59132319688797 | 136.24151611328125,221.37811279296875,0.19606654345989227 | -0.057690784335136414,-2.550525665283203,-0.001772043528035283 | 181.3 | 0.09407076239585876,-0.003964219707995653,-0.17082206904888153 | -0.05984048172831535,-2.3612823486328125,0.25974640250205994 | 0,0
5250 | 66.71568669751287 | 136.23419189453125,221.03846740722656,0.1963997185230255 | -0.06303618848323822,-2.85040545463562,0.00044852393330074847 | 181.3 | 0.15163548290729523,-0.003637811401858926,-0.12980638444423676 | -0.08322292566299438,-2.518785238265991,-0.0009050856460817158 | 0,0
5260 | 66.84080090001225 | 136.22633361816406,220.67214965820312,0.19652053713798523 | -0.06221173703670502,-2.854128360748291,-0.0004194958892185241 | 181.2 | -0.04438807815313339,0.0006018832791596651,-0.09774105250835419 | 0.0532669872045517,3.3639769554138184,-0.03427783399820328 | 0,0
