Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
1810 | 22.72008129954338 | 136.29461669921875,226.3580780029297,0.18418243527412415 | -0.052758947014808655,-5.015565872192383,0.00033253684523515403 | 180.6 | -0.04516933858394623,-0.9570931196212769,-2.271070957183838 | 2.544023036956787,-0.21404163539409637,-0.010369343683123589 | 0,0
1820 | 22.849384799599648 | 136.28887939453125,225.6998748779297,0.18406279385089874 | -0.06719321012496948,-5.037112236022949,-0.0002329699054826051 | 180.8 | -0.08230794966220856,-0.4626518487930298,-1.5947932004928589 | 0.9800188541412354,-0.18180443346500397,-0.0023442343808710575 | 0,0
1830 | 22.971233498305082 | 136.2828369140625,225.0421600341797,0.1847490668296814 | -0.07348733395338058,-4.670333385467529,-0.0024203818757086992 | 180.9 | 1.7470901012420654,0.26570141315460205,-1.3657819032669067 | 0.24184778332710266,4.982677459716797,0.024074207991361618 | 0,0
1840 | 23.092340297996998 | 136.2765655517578,224.5771026611328,0.1878301203250885 | -0.06818418949842453,-3.959848165512085,-0.0003430525539442897 | 181.0 | 3.168579339981079,-0.12105042487382889,-1.1548774242401123 | 0.22462958097457886,7.269702911376953,0.0017928860615938902 | 0,0
1850 | 23.221861999481916 | 136.27029418945312,224.14439392089844,0.19243918359279633 | -0.05349580943584442,-2.974984884262085,-0.0026299073360860348 | 181.0 | 3.14286732673645,-0.19212543964385986,-0.7084301710128784 | 0.26644954085350037,7.953953742980957,-0.2581441402435303 | 0,0
1860 | 23.34616729989648 | 136.26519775390625,223.81407165527344,0.19464607536792755 | -0.04289782792329788,-2.499981641769409,0.0003106110088992864 | 181.0 | -0.12292018532752991,-0.1527312695980072,-0.4258689284324646 | 0.3474993407726288,1.2555872201919556,-0.04503446817398071 | 0,0
1870 | 23.47204139828682 | 136.2596435546875,223.46640014648438,0.19204947352409363 | -0.04480917006731033,-2.5474443435668945,0.0014674077974632382 | 181.0 | -2.6356356143951416,-0.0014812942827120423,-0.38379526138305664 | 0.08465979993343353,-1.1316401958465576,-0.046522244811058044 | 0,0
1880 | 23.59520959854126 | 136.25485229492188,223.17135620117188,0.18859130144119263 | -0.04917741194367409,-2.723385810852051,0.0004957160563208163 | 181.0 | -2.9018375873565674,0.0659274160861969,-0.384804368019104 | -0.04850081726908684,-1.7507858276367188,0.02487672120332718 | 0,0
1890 | 23.721230000257492 | 136.24876403808594,222.8065948486328,0.18501853942871094 | -0.053722262382507324,-2.9331188201904297,0.0005486671580001712 | 181.0 | -2.0397002696990967,0.051719337701797485,-0.3711872100830078 | -0.04874122142791748,-0.47835981845855713,-0.0035654003731906414 | 0,0
1900 | 23.848097998648882 | 136.2428741455078,222.45411682128906,0.1846931427717209 | -0.04602501168847084,-2.533566951751709,0.0013021865161135793 | 181.0 | 1.4028242826461792,-0.03447660058736801,-0.25450360774993896 | 0.0824696496129036,5.373048305511475,0.017665991559624672 | 0,0
1910 | 23.968809496611357 | 136.2378387451172,222.15586853027344,0.18713432550430298 | -0.03832320496439934,-2.167618751525879,0.00047769705997779965 | 181.0 | 0.7709439396858215,-0.03259158134460449,-0.1622500717639923 | 0.07315334677696228,-0.014463797211647034,0.010095584206283092 | 0,0
1920 | 24.093338899314404 | 136.23361206054688,221.90850830078125,0.1867322474718094 | -0.040604472160339355,-2.274310827255249,0.0005255459691397846 | 181.0 | -0.984670102596283,0.023635443300008774,-0.15780776739120483 | -0.041479919105768204,-1.340674877166748,0.039272114634513855 | 0,0
1930 | 24.22497119754553 | 136.22824096679688,221.5922393798828,0.18459220230579376 | -0.045103516429662704,-2.5408310890197754,-0.000984923797659576 | 181.0 | -1.6002641916275024,0.046100012958049774,-0.1456725001335144 | -0.052591145038604736,-2.0274412631988525,0.0037050831597298384 | 0,0
1940 | 24.349580697715282 | 136.2224884033203,221.25450134277344,0.18254783749580383 | -0.04838669300079346,-2.77980375289917,0.0009230463765561581 | 181.0 | -1.370857834815979,0.026325179263949394,-0.10959192365407944 | -0.05662914738059044,-2.128103256225586,0.012257985770702362 | 0,0
1950 | 24.475568000227213 | 136.21560668945312,220.8509979248047,0.18119628727436066 | -0.051096361130476,-2.931919813156128,0.0004269844212103635 | 181.0 | -0.01917901076376438,0.003129402408376336,-0.0962991714477539 | 0.004804245661944151,1.4910212755203247,0.013273483142256737 | 0,0
1960 | 24.598694998770952 | 136.21055603027344,220.55357360839844,0.18313080072402954 | -0.04250882938504219,-2.4474222660064697,0.00016780715668573976 | 181.0 | 2.7684669494628906,-0.04748747870326042,-0.060842253267765045 | 0.08833344280719757,5.68311882019043,-0.10557769238948822 | 0,0
1970 | 24.723180897533894 | 136.2054901123047,220.25511169433594,0.18649764358997345 | -0.036813441663980484,-2.1483659744262695,-0.0015690502477809787 | 181.0 | 0.9661495089530945,-0.01568317785859108,-0.03395457938313484 | -0.006693276111036539,-0.2946532666683197,-0.08468000590801239 | 0,0
1980 | 24.846129398792982 | 136.2013702392578,220.01055908203125,0.18629401922225952 | -0.03879287838935852,-2.2726645469665527,0.0012217001058161259 | 181.0 | -0.8842000365257263,0.01860097050666809,-0.029940882697701454 | -0.02911968156695366,-1.4489872455596924,0.10716743022203445 | 0,0
1990 | 24.968166198581457 | 136.19639587402344,219.71591186523438,0.1845133900642395 | -0.04240632802248001,-2.5003416538238525,0.0007590560708194971 | 181.0 | -1.5042556524276733,0.03053399920463562,-0.022192390635609627 | -0.035072021186351776,-1.9587069749832153,0.07701637595891953 | 0,0
2000 | 25.09158329665661 | 136.19082641601562,219.38694763183594,0.18252608180046082 | -0.046616025269031525,-2.762777328491211,0.000723926059436053 | 181.0 | -1.3355300426483154,0.025283612310886383,-0.01499395351856947 | -0.04085065424442291,-2.1578452587127686,0.05591459572315216 | 0,0
2010 | 25.21924849972129 | 136.1840057373047,218.98046875,0.1810271441936493 | -0.04959595203399658,-2.9532833099365234,-0.002261335961520672 | 181.0 | -0.1884743869304657,0.005319151561707258,-0.005329023580998182 | 0.016248101368546486,1.034685492515564,-0.0792580172419548 | 0,0
2020 | 25.34174469858408 | 136.178955078125,218.6793670654297,0.1827310174703598 | -0.04210309311747551,-2.512397289276123,0.0005593013484030962 | 181.0 | 2.6218929290771484,-0.04364901781082153,0.0018213567091152072 | 0.09424344450235367,5.677196502685547,-0.03240463137626648 | 0,0
2030 | 25.46505619958043 | 136.17437744140625,218.40509033203125,0.18624213337898254 | -0.03576292842626572,-2.1364071369171143,0.00023304959177039564 | 181.0 | 1.5698070526123047,-0.026211241260170937,0.000574040284845978 | 0.004269435070455074,0.24910423159599304,-0.08538199216127396 | 0,0
2040 | 25.593229599297047 | 136.169921875,218.13888549804688,0.186604842543602 | -0.03617173433303833,-2.1636016368865967,-0.0005567892221733928 | 181.0 | -0.2470792829990387,0.004513761028647423,0.0011859388323500752 | 0.014570223167538643,0.8353734016418457,-0.09974426031112671 | 0,0
2050 | 25.724175598472357 | 136.16537475585938,217.86737060546875,0.18815138936042786 | -0.024360474199056625,-1.4609222412109375,-0.00037339222035370767 | 181.0 | 2.1914587020874023,-0.03680669516324997,0.0055966489017009735 | 0.1037808358669281,6.265364646911621,-0.13121269643306732 | 0,0
2060 | 25.848018396645784 | 136.16358947753906,217.7606658935547,0.19247321784496307 | -0.005117429886013269,-0.3073394000530243,0.0006236502667888999 | 181.0 | 4.185934066772461,-0.07013029605150223,0.0036279759369790554 | 0.16222307085990906,9.841009140014648,0.03686891496181488 | 0,0
2070 | 25.971337098628283 | 136.16357421875,217.759521484375,0.19486838579177856 | 4.542836904875003e-05,0.003085052827373147,7.943161472212523e-05 | 181.0 | -0.64042067527771,0.010251347906887531,-0.00046006005140952766 | 0.0023423926904797554,0.13142913579940796,0.019998086616396904 | 0,0
2080 | 26.09164349734783 | 136.1635284423828,217.75804138183594,0.19249717891216278 | 0.0001940359506988898,0.01102741900831461,0.0006579684559255838 | 181.0 | -2.253453254699707,0.03860006853938103,-0.0008043678244575858 | 0.000430102925747633,0.019073892384767532,-0.021118387579917908 | 0,0
2090 | 26.21890340000391 | 136.16348266601562,217.756103515625,0.18930114805698395 | 0.00018725059635471553,0.01024587731808424,-0.001218466553837061 | 181.0 | -2.0594260692596436,0.03587805852293968,-0.00011536114470800385 | -0.00028468098025768995,-0.019110146909952164,-0.11385716497898102 | 0,0
2100 | 26.34133379906416 | 136.16343688964844,217.7548065185547,0.187245175242424 | 0.00014040152018424124,0.007518925704061985,0.0009878623532131314 | 181.0 | -1.484190821647644,0.02605092152953148,-0.000155226603965275 | -0.00045390945160761476,-0.02451440319418907,-0.01764611154794693 | 0,0
2110 | 26.464717499911785 | 136.1634063720703,217.75384521484375,0.18568892776966095 | 8.715802687220275e-05,0.004614332690834999,0.0007210455951280892 | 181.0 | -0.9013488292694092,0.0158542413264513,-2.9374834412010387e-05 | -0.00036608954542316496,-0.02004401758313179,-0.007977047935128212 | 0,0
2120 | 26.58618339896202 | 136.16339111328125,217.7532958984375,0.1847505122423172 | 4.148621155763976e-05,0.002382794162258506,0.0008334539015777409 | 181.0 | -0.4623972177505493,0.008153864182531834,2.132507142960094e-05 | -0.0002237883600173518,-0.012585428543388844,0.06750357151031494 | 0,0
2130 | 26.708627697080374 | 136.16339111328125,217.75302124023438,0.18433265388011932 | 2.1786192519357428e-05,0.0012627446558326483,0.0004151709727011621 | 181.0 | -0.24440477788448334,0.004262374714016914,1.064675598172471e-05 | -0.00015297549543902278,-0.007989521138370037,0.05393816903233528 | 0,0
2140 | 26.83146919682622 | 136.16339111328125,217.75296020507812,0.1841263473033905 | 3.6968897347833263e-06,0.00021506042685359716,-0.0006351921474561095 | 181.0 | -0.04159313440322876,0.0007171736215241253,-1.2951506960234838e-06 | 1.8584363715490326e-05,0.0011316470336169004,0.010639660060405731 | 0,0
2150 | 26.955884099006653 | 136.1633758544922,217.7528839111328,0.18403922021389008 | 4.019570951641072e-06,0.00024377442605327815,2.9235989131848328e-05 | 181.0 | -0.04712468758225441,0.0007772971293888986,2.479120269072155e-07 | -1.198874315377907e-06,-0.0002229176025139168,-0.06038856506347656 | 0,0
2160 | 27.07952480018139 | 136.1633758544922,217.75282287597656,0.1840207576751709 | 3.1530676096735988e-06,0.00018352872575633228,0.0011158220004290342 | 181.0 | -0.035460464656353,0.0006126411608420312,6.983939329074929e-07 | -8.588410310039762e-06,-0.0005843116086907685,0.060749348253011703 | 0,0
2170 | 27.206312999129295 | 136.1633758544922,217.7528076171875,0.18401649594306946 | 2.595843398012221e-07,2.037808189925272e-05,0.0023757212329655886 | 181.0 | -0.003949873615056276,4.8095069359987974e-05,-1.842939923335507e-06 | 1.9475297449389473e-05,0.00152886426076293,0.17823833227157593 | 0,0
2180 | 27.329303696751595 | 136.1633758544922,217.75279235839844,0.1840696632862091 | 8.565378379898902e-07,5.384256655815989e-05,-9.049242180481087e-06 | 181.0 | -0.01040152832865715,0.00016892337589524686,-5.215959220095101e-08 | -1.9473560314509086e-05,5.546433385461569e-05,-4.752702352561755e-06 | 0,0
