Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
1250 | 41.666668839752674 | 136.4670867919922,226.373046875,0.23118750751018524 | -0.06623213738203049,-5.434309959411621,-1.5256246399530937e-07 | 180.7 | 0.0014401713851839304,-0.01689819246530533,-4.531358242034912 | -0.16663435101509094,-0.010156630538403988,2.288436689923401e-06 | 0,0
1260 | 42.000002190470695 | 136.44113159179688,224.5589141845703,0.23118899762630463 | -0.134988471865654,-5.436465263366699,-9.153747555501468e-07 | 181.4 | 0.001234844676218927,-0.010642061941325665,-2.8086256980895996 | -0.017549244686961174,-0.012230872176587582,-2.0595929527189583e-05 | 0,0
1270 | 42.33333554118872 | 136.3961639404297,222.74417114257812,0.2311902493238449 | -0.158791184425354,-5.439950466156006,-3.0512492799061874e-07 | 181.7 | 0.0010569741716608405,-0.01347502414137125,-1.3388885259628296 | 0.2930152118206024,-0.02303123287856579,-2.8605460101971403e-05 | 0,0
1280 | 42.66666889190674 | 136.34217834472656,220.928466796875,0.23119094967842102 | -0.17592191696166992,-5.44401741027832,-1.0488669204278267e-06 | 181.9 | 0.0013338455464690924,-0.002349971793591976,-0.7222306132316589 | 0.023289619013667107,-0.015664098784327507,-7.723474118392915e-05 | 0,0
1290 | 43.00000224262476 | 136.28323364257812,219.11135864257812,0.23119117319583893 | -0.18479375541210175,-5.449027061462402,-2.288436888875367e-07 | 181.9 | 0.0014409447321668267,0.00010378679871791974,-0.39035406708717346 | -0.07193460315465927,-0.014119147323071957,3.489866139716469e-05 | 0,0
1300 | 43.33333559334278 | 136.220947265625,217.29257202148438,0.23119109869003296 | -0.19375766813755035,-5.4542741775512695,-4.1954677953981445e-07 | 182.0 | 0.0014428565045818686,-0.00011916921357624233,-0.30282455682754517 | -0.03380879387259483,-0.015320776961743832,2.86054591924767e-06 | 0,0
1310 | 43.6666689440608 | 136.15594482421875,215.47206115722656,0.23119129240512848 | -0.19764013588428497,-5.459604263305664,-2.0977338976990723e-07 | 182.1 | 0.001438707928173244,-0.0014431594172492623,-0.14069242775440216 | 0.01149639394134283,-0.016493795439600945,1.5446947145392187e-05 | 0,0
1320 | 44.000002294778824 | 136.09169006347656,213.6498260498047,0.23119190335273743 | -0.1833907812833786,-5.465421199798584,-4.767576911035576e-07 | 181.9 | 0.0014098549727350473,-0.0024012778885662556,0.3231121003627777 | 0.07183938473463058,-0.018367765471339226,8.009527846297715e-06 | 0,0
1330 | 44.333335645496845 | 136.0338134765625,211.82571411132812,0.23119235038757324 | -0.1538812816143036,-5.471729755401611,5.530388875740755e-07 | 181.6 | 0.0013873637653887272,-0.0031244782730937004,0.7855473160743713 | 0.17133010923862457,-0.021100042387843132,1.7735384972183965e-05 | 1,6
1340 | 44.66666899621487 | 135.99099731445312,210.1495819091797,0.23059028387069702 | -0.05614698305726051,-3.6495399475097656,-0.003915324807167053 | 180.9 | 0.20724299550056458,-0.009807828813791275,1.8389776945114136 | 0.49420714378356934,13.025907516479492,0.07933839410543442 | 1,6
1350 | 45.00000234693289 | 135.9846954345703,209.6569061279297,0.23099784553050995 | 2.398574179096613e-05,5.687936209142208e-06,0.0009525618515908718 | 180.9 | -0.05097480118274689,0.0033705204259604216,-1.0183121958107222e-05 | 0.013260303996503353,0.09710723161697388,-0.002263263799250126 | 1,6
1360 | 45.33333569765091 | 135.98468017578125,209.65660095214844,0.23082774877548218 | 0.0,0.0,0.0 | 180.9 | 0.0,0.0,0.0 | -0.0007053054869174957,-0.0002565369941294193,-0.007113032974302769 | 1,6
1370 | 45.66666904836893 | 135.98468017578125,209.656494140625,0.23075008392333984 | -5.678358547811513e-07,2.6069822069985094e-06,5.602855890174396e-05 | 180.9 | -0.026882778853178024,0.0010634656064212322,-6.846656560810516e-06 | 1.4966910839575576e-06,-1.0524280696699861e-05,-0.00023856956977397203 | 1,6
1380 | 46.00000239908695 | 135.98468017578125,209.65647888183594,0.23073123395442963 | -1.4953100446746248e-07,8.395405188821314e-07,1.699164386081975e-05 | 180.9 | -0.008403019979596138,0.00027199715259484947,-2.1103237486386206e-06 | -3.91616737260847e-07,-2.21174150283332e-06,-4.519662616075948e-05 | 1,6
1390 | 46.333335749804974 | 135.98468017578125,209.65647888183594,0.23072367906570435 | -2.305631774390804e-08,2.1101408265167265e-07,4.195467681711307e-06 | 180.9 | -0.0020293055567890406,3.0078306735958904e-05,-4.834541869058739e-07 | -4.308712675538118e-07,1.0639637793019574e-07,6.293207206908846e-06 | 1,6
1400 | 46.666669100522995 | 135.98468017578125,209.65646362304688,0.23072177171707153 | 9.154214275497452e-09,3.602134768243559e-08,1.2586402817760245e-06 | 180.9 | -0.0003310025786049664,3.690872836159542e-05,-7.129489176804782e-08 | 8.771580439770332e-08,-8.208132129539081e-08,3.2038115023169667e-05 | 1,6
1410 | 47.000002451241016 | 135.98468017578125,209.65646362304688,0.23072120547294617 | -3.853352126270693e-08,1.962292728308057e-08,8.200231604860164e-07 | 180.9 | -0.00020638991554733366,-3.41205632139463e-05,-5.661933499823135e-08 | -9.064767709787702e-07,-1.4653791424734663e-07,1.487483677919954e-05 | 1,6
1420 | 47.33333580195904 | 135.98468017578125,209.65646362304688,0.23072120547294617 | -2.0917804377518223e-08,7.138976076959125e-09,7.628122489222733e-07 | 180.9 | -5.964676893199794e-05,4.3161289795534685e-05,-1.2486446543391594e-08 | -7.428607204928994e-07,1.3070743598575518e-08,4.5768715608573984e-06 | 1,6
1430 | 47.66666915267706 | 135.98468017578125,209.65646362304688,0.23072120547294617 | -1.5692634747210832e-08,-6.934735008456983e-10,6.674607675449806e-07 | 180.9 | -4.0885188354877755e-06,9.142040084952896e-07,-5.427958083004114e-09 | -9.470819009038678e-07,-6.468042101914762e-08,-2.860544327631942e-06 | 1,6
1440 | 48.00000250339508 | 135.98468017578125,209.65646362304688,0.23072120547294617 | 6.664162111036376e-09,1.1076439765389523e-09,3.2419524131910293e-07 | 180.9 | -1.094113031285815e-05,-1.264383172383532e-05,-2.259624931610915e-09 | 5.4626607237651115e-08,6.057489176924946e-09,2.2884373720444273e-06 | 1,6
1450 | 48.3333358541131 | 135.98468017578125,209.65646362304688,0.23072120547294617 | -8.322262878834863e-10,1.6660478552310565e-09,7.437419640154985e-07 | 180.9 | -1.1988764754278236e-06,2.025049616349861e-05,4.200618963778879e-09 | -2.440496302824613e-07,1.0516649240344123e-07,-1.7163272332254564e-06 | 1,6
1460 | 48.66666920483112 | 135.98468017578125,209.65646362304688,0.23072120547294617 | 0.0,0.0,0.0 | 180.9 | 0.0,0.0,0.0 | -1.3868597079635947e-06,-5.454614893096732e-08,-3.2038115023169667e-05 | 1,6
1470 | 49.000002555549145 | 135.98468017578125,209.65646362304688,0.23072120547294617 | 3.623214794856722e-08,-1.9237873516431137e-09,-4.1954677953981445e-07 | 180.9 | 6.48614468445885e-06,4.47677266492974e-05,-2.165563284250993e-09 | -8.671505469237673e-08,-8.180788685363538e-11,0.0 | 1,6
