Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
1050 | 35.000001825392246 | 98.1810073852539,191.69142150878906,0.1834242194890976 | 5.1907267570495605,0.013712521642446518,-2.278901774843689e-05 | 89.8 | -0.016040338203310966,0.4853871464729309,0.11500538140535355 | -0.4197406470775604,0.001547885942272842,-0.0006190221756696701 | 0,0
1060 | 35.33333517611027 | 99.88993072509766,191.69593811035156,0.18457923829555511 | 5.072361469268799,0.014859482645988464,-2.5897477826219983e-05 | 89.8 | 0.0025146021507680416,0.18638528883457184,0.06710699200630188 | -0.26317116618156433,0.008880904875695705,-3.032180575246457e-05 | 0,0
1070 | 35.66666852682829 | 101.57501983642578,191.7004852294922,0.18445320427417755 | 5.042571544647217,0.01300909835845232,-5.511318704520818e-06 | 89.9 | -0.027534889057278633,-0.06743961572647095,-0.00522122485563159 | 0.051398273557424545,-0.03696519508957863,2.8605425086425385e-06 | 0,0
1080 | 36.00000187754631 | 103.26676177978516,191.7048797607422,0.18393157422542572 | 5.0967512130737305,0.01195652224123478,-1.926101049321005e-06 | 89.9 | -0.029186217114329338,-0.06395874172449112,-0.03489489480853081 | 0.21643637120723724,-0.042414914816617966,1.9451716070761904e-05 | 0,0
1090 | 36.33333522826433 | 104.98033142089844,191.70884704589844,0.18370208144187927 | 5.16246223449707,0.010653329081833363,7.246716791087238e-07 | 89.9 | 0.00943534355610609,0.050342392176389694,-0.05409090593457222 | 0.15738485753536224,0.02082209847867489,-6.350412149913609e-05 | 0,0
1100 | 36.66666857898235 | 106.70921325683594,191.7122802734375,0.18384268879890442 | 5.18952751159668,0.007857833057641983,-4.767576911035576e-07 | 89.9 | -0.036771390587091446,0.1215181052684784,-0.08270427584648132 | 0.02078532986342907,-0.05269545689225197,-3.2610227208351716e-05 | 0,0
1110 | 37.000001929700375 | 108.44001007080078,191.71511840820312,0.18408195674419403 | 5.180431842803955,0.006808122619986534,6.674607675449806e-07 | 89.9 | 0.012328105978667736,0.11156900227069855,-0.06464789062738419 | -0.05074023827910423,0.002820496214553714,-2.002382097998634e-05 | 0,0
1120 | 37.333335280418396 | 110.16613006591797,191.717041015625,0.18418478965759277 | 5.165745258331299,0.004073081072419882,2.307507202203851e-06 | 90.0 | 0.011997413821518421,0.06271335482597351,-0.0800444632768631 | -0.028538702055811882,0.02141421101987362,-1.0870075129787438e-05 | 0,0
1130 | 37.66666863113642 | 111.889892578125,191.71829223632812,0.18413223326206207 | 5.1662445068359375,0.00204484979622066,2.5935619305528235e-06 | 90.0 | 0.01598101109266281,0.03199838101863861,-0.0736829936504364 | 0.026721952483057976,0.024147339165210724,0.0001653395447647199 | 1,5
1140 | 38.00000198185444 | 113.12274169921875,191.71568298339844,0.19819504022598267 | 1.7953776121139526,-0.01382245123386383,-0.0006220734212547541 | 90.4 | 0.14414791762828827,5.281435966491699,-0.36975589394569397 | -12.472310066223145,0.32442009449005127,0.00966635625809431 | 1,5
