Simulation Frame | Timestamp | Position | Velocity | Heading | Angular Velocity | Acceleration | Stopped at Red Light + Light ID 
2080 | 69.33333694934845 | 161.8491973876953,187.550537109375,0.2144971787929535 | 4.623501808964647e-06,-1.049939513109166e-07,7.437419640154985e-07 | 269.4 | 8.529378828825429e-05,0.0036929436028003693,-3.742455021438218e-07 | -0.0002853888727258891,-8.085644935817982e-07,1.3730619684793055e-05 | 0,0
2090 | 69.66667030006647 | 161.84918212890625,187.550537109375,0.21449221670627594 | 4.317836555856047e-06,-7.164444149054816e-09,3.623358395543619e-07 | 269.4 | 5.925440927967429e-05,0.003610004438087344,4.755537759137951e-07 | -1.7757900423021056e-05,-1.0360611213400261e-06,6.293200840445934e-06 | 0,0
2100 | 70.00000365078449 | 161.84918212890625,187.550537109375,0.21448969841003418 | 1.278048443964508e-06,-1.3130319942433744e-08,6.674607675449806e-07 | 269.4 | 7.80534537625499e-06,0.0010663995053619146,1.3150877009593387e-07 | -3.0011037779331673e-06,1.1011887863787706e-06,1.4874838598188944e-05 | 0,0
2110 | 70.33333700150251 | 161.84918212890625,187.550537109375,0.21448878943920135 | 3.299017805602489e-07,4.4410334965050424e-08,6.865310524517554e-07 | 269.4 | -1.0533440217841417e-05,0.00027553501422517,3.2760063106707094e-08 | 9.992475469289275e-08,-4.3512017100511e-07,9.153747669188306e-06 | 0,0
2120 | 70.66667035222054 | 161.84918212890625,187.550537109375,0.21448878943920135 | 5.51001875237489e-08,-3.218967847828935e-08,8.581638439864037e-07 | 269.4 | 2.490679435140919e-05,4.5584896724903956e-05,4.0678749257949676e-09 | -3.863733581965789e-07,-1.8990708667843137e-06,-3.432654466450913e-06 | 0,0
2130 | 71.00000370293856 | 161.84918212890625,187.550537109375,0.21448878943920135 | 5.7102016448595805e-09,6.709026112439176e-10,0.0 | 269.4 | -5.42839359241043e-07,4.557904958346626e-06,-4.731279257264021e-10 | -7.520542908423522e-07,-3.9730874590304666e-08,1.1442184586485382e-06 | 0,0
2140 | 71.33333705365658 | 161.84918212890625,187.550537109375,0.21448878943920135 | 2.2601975402380958e-08,-3.207112442282778e-08,9.7258566711389e-07 | 269.4 | -3.103076323895948e-06,1.7239779481315054e-05,-3.54575657723899e-09 | 6.665146088380425e-07,-2.3169925498223165e-06,1.0297964763594791e-05 | 0,0
2150 | 71.6666704043746 | 161.84918212890625,187.550537109375,0.21448878943920135 | 1.133007110354356e-08,2.714242519630261e-08,-4.958279760103323e-07 | 269.4 | -1.2298221918172203e-05,9.015539035317488e-06,-1.7850794176155205e-09 | 1.2967679374753516e-08,8.927563044380804e-07,-2.2884357804286992e-06 | 0,0
2160 | 72.00000375509262 | 161.84918212890625,187.550537109375,0.21448878943920135 | 1.4071166454243667e-08,-2.5931061742312522e-08,-5.530388875740755e-07 | 269.4 | 1.8056594853987917e-05,1.1102666576334741e-05,-1.4978095430606686e-09 | 4.974646685695916e-07,-8.872689249983523e-07,-9.153746759693604e-06 | 0,0
2170 | 72.33333710581064 | 161.84918212890625,187.550537109375,0.21448878943920135 | -1.537181271160648e-09,1.3360876849333181e-08,-1.3349215066682518e-07 | 269.4 | 2.2898445877217455e-06,-5.248383558864589e-07,2.7495796750542922e-09 | -5.10056111124868e-07,9.318521847490047e-07,4.576873834594153e-06 | 0,0
2180 | 72.66667045652866 | 161.84918212890625,187.550537109375,0.21448878943920135 | 1.0065241085044363e-08,-8.863628053745742e-09,-9.7258566711389e-07 | 269.4 | 1.2595712178153917e-05,8.43154157337267e-06,6.067857882818828e-10 | 4.988301611774659e-07,-4.757775684538501e-07,-9.153746759693604e-06 | 0,0
2190 | 73.00000380724669 | 161.84918212890625,187.550537109375,0.21448878943920135 | 1.2298333906812786e-08,-2.1204749955927582e-08,-8.96304470643372e-07 | 269.4 | 1.0356619895901531e-05,9.576615411788225e-06,-1.6707520922309982e-09 | 4.988111754755664e-07,-9.433503009859123e-07,-9.153747669188306e-06 | 0,0
2200 | 73.3333371579647 | 161.84918212890625,187.550537109375,0.21448878943920135 | -7.2074248791409445e-09,2.425638800929164e-09,-4.767576911035576e-07 | 269.4 | -3.0497722036670893e-06,-6.003167072776705e-06,-6.103416105851522e-10 | -2.3830443396377632e-08,3.2788371129299776e-08,-2.2884373720444273e-06 | 0,0
2210 | 73.66667050868273 | 161.84918212890625,187.550537109375,0.21448878943920135 | 2.638197438287193e-09,-1.2154363737693075e-08,-3.623358395543619e-07 | 269.4 | -1.4742705616299645e-06,1.4801970564803923e-06,-2.3202937349253716e-09 | 2.0620223750711375e-08,-3.808833639595832e-07,-2.288436689923401e-06 | 0,0
2220 | 74.00000385940075 | 161.84918212890625,187.550537109375,0.21448878943920135 | -2.9353880437454904e-10,-2.0489776542120808e-09,-1.5256246399530937e-07 | 269.4 | 2.5986266791733215e-06,-2.3002965576779388e-07,-9.68837336745576e-12 | -4.438578393717307e-09,-2.4098534723293596e-08,-2.2884369172970764e-06 | 0,0
2230 | 74.33333721011877 | 161.84918212890625,187.550537109375,0.21448878943920135 | 2.198368820316432e-09,-3.274106319395287e-09,-9.344450404569216e-07 | 269.4 | 5.2644322749983985e-06,1.855823143159796e-06,1.6746935782574468e-10 | 1.4125450142898899e-08,-3.2745803846268018e-09,-2.2884357804286992e-06 | 0,0
2240 | 74.66667056083679 | 161.84918212890625,187.550537109375,0.21448878943920135 | 3.2887543799375862e-09,-1.6140847547418957e-09,-7.437419640154985e-07 | 269.4 | -1.0659761073839036e-07,2.7049957225244725e-06,1.690941831000714e-11 | 5.089990509077325e-07,-9.438387564841832e-07,-9.153746759693604e-06 | 0,0
2250 | 75.00000391155481 | 161.84918212890625,187.550537109375,0.21448878943920135 | 1.0595224003706605e-10,-1.594494425383175e-09,-5.530388875740755e-07 | 269.4 | 2.459117695252644e-06,9.436966763587407e-08,-3.8569855642656137e-11 | 1.325120457806861e-08,4.4132779208894135e-08,-2.2884357804286992e-06 | 0,0
2260 | 75.33333726227283 | 161.84918212890625,187.550537109375,0.21448878943920135 | 2.1302577479787033e-09,-5.718474582749877e-10,-3.432655262258777e-07 | 269.4 | 8.40932045775844e-07,1.7707125152810477e-06,1.5624149196646897e-10 | 1.4126585234919276e-08,-3.3672071797496983e-09,-2.288436689923401e-06 | 0,0
2270 | 75.66667061299086 | 161.84918212890625,187.550537109375,0.21448878943920135 | -2.9353880437454904e-10,-2.0489776542120808e-09,-1.5256246399530937e-07 | 269.4 | 2.5986266791733215e-06,-2.3002965576779388e-07,-9.694058056286536e-12 | -4.438577505538888e-09,-2.4098531170579918e-08,-2.2884369172970764e-06 | 0,0
2280 | 76.00000396370888 | 161.84918212890625,187.550537109375,0.21448878943920135 | 1.637639246432343e-09,-3.1003042355592925e-09,-9.344450404569216e-07 | 269.4 | 5.4044303396949545e-06,1.4010258837515721e-06,1.5700561684095504e-10 | 6.588439571686422e-09,1.2107707725306227e-08,-2.2884357804286992e-06 | 0,0
2290 | 76.3333373144269 | 161.84918212890625,187.550537109375,0.21448878943920135 | 3.6486300647453618e-09,-1.1479903250233292e-08,-7.437419640154985e-07 | 269.4 | -2.5700896912894677e-06,2.3149784738052404e-06,-2.2248762832077773e-09 | 2.063815607300512e-08,-3.81985671538132e-07,-2.2884357804286992e-06 | 0,0
2300 | 76.66667066514492 | 161.84918212890625,187.550537109375,0.21448878943920135 | 3.6093480981769233e-10,-3.476798182688867e-09,-6.293201408880122e-07 | 269.4 | 5.582557150773937e-06,3.270721435910673e-07,-7.38569969072067e-12 | 1.4117940594360334e-08,-2.6274979969542755e-09,-2.2884373720444273e-06 | 0,0
2310 | 77.00000401586294 | 161.84959411621094,187.550537109375,0.21449358761310577 | 0.02446465939283371,0.00022486798116005957,3.2419524131910293e-07 | 269.4 | -0.0011949922190979123,-0.08403812348842621,0.0034484791103750467 | 0.7339397072792053,0.006746041122823954,1.830749533837661e-05 | 0,0
2320 | 77.33333736658096 | 161.78131103515625,187.5500030517578,0.21428225934505463 | -0.5692923069000244,-0.007720345165580511,-1.8688900809138431e-06 | 269.4 | -0.0038180588744580746,0.30484309792518616,0.3116154074668884 | -3.158316135406494,-0.02201516553759575,-3.1466006475966424e-05 | 0,0
2330 | 77.66667071729898 | 161.3345947265625,187.54556274414062,0.21385616064071655 | -2.0772130489349365,-0.01771261729300022,-6.35041260466096e-06 | 269.5 | -0.0006081553874537349,0.26660263538360596,-0.40411946177482605 | -4.82260799407959,-0.056446414440870285,2.460069299559109e-05 | 0,0
2340 | 78.000004068017 | 160.51129150390625,187.53948974609375,0.21411392092704773 | -2.5338778495788574,-0.013464809395372868,9.325380233349279e-06 | 269.7 | -0.0024705701507627964,-0.4322888255119324,-0.5255141854286194 | 0.044739242643117905,-0.008848383091390133,1.659117333474569e-05 | 0,0
2350 | 78.33333741873503 | 159.6621856689453,187.53543090820312,0.21435686945915222 | -2.753840208053589,-0.008743541315197945,7.437419640154985e-07 | 269.8 | 0.0001583873527124524,0.30026543140411377,-0.48857051134109497 | -5.044734001159668,-0.007154400926083326,9.725855306896847e-06 | 0,0
2360 | 78.66667076945305 | 158.59933471679688,187.53294372558594,0.2143661081790924 | -2.7834649085998535,-0.000925710191950202,5.7020215535885654e-06 | 270.0 | -0.013286680914461613,-1.1876583099365234,-0.4896675944328308 | 9.204811096191406,0.03276273235678673,9.668643906479701e-05 | 0,0
2370 | 79.00000412017107 | 158.24615478515625,187.5329132080078,0.2154000848531723 | -0.516543984413147,-0.0019243564456701279,6.579256023542257e-06 | 270.0 | -0.00040130026172846556,0.988959789276123,0.8995625376701355 | -1.7820237874984741,-0.06168469786643982,0.0005938493413850665 | 0,0
2380 | 79.33333747088909 | 157.8675537109375,187.5325927734375,0.214258074760437 | -1.7280175685882568,-0.0008201685850508511,6.865310524517554e-07 | 270.0 | 0.007872500456869602,0.5532520413398743,-0.2793186604976654 | -3.757234573364258,0.009694908745586872,-0.00010297965491190553 | 0,0
2390 | 79.66667082160711 | 157.07444763183594,187.53260803222656,0.213941752910614 | -2.9100944995880127,0.004614831879734993,-2.7270539249002468e-06 | 270.1 | 0.015259230509400368,0.05178804695606232,-0.4623959958553314 | -3.164391279220581,0.06490727514028549,6.865310569992289e-05 | 0,0
2400 | 80.00000417232513 | 155.9252166748047,187.53445434570312,0.2139420211315155 | -3.9251182079315186,0.011712034232914448,1.659116833252483e-06 | 270.2 | 0.012065284885466099,-0.017499158158898354,-0.4745059609413147 | -2.9752562046051025,0.04657689109444618,3.947553341276944e-05 | 0,0
2410 | 80.33333752304316 | 154.5424346923828,187.5393524169922,0.21423804759979248 | -4.1669840812683105,0.01890666037797928,5.015490842197323e-06 | 270.3 | -0.01385543867945671,-0.3073384761810303,-0.35447829961776733 | 0.07594584673643112,-0.022560449317097664,1.6019064787542447e-05 | 0,0
2420 | 80.66667087376118 | 153.1447296142578,187.54644775390625,0.21436068415641785 | -4.4107346534729,0.026495657861232758,4.1954677953981445e-07 | 270.3 | 0.004423966631293297,0.2814369797706604,-0.29916542768478394 | -3.095884084701538,0.042316984385252,2.4028584448387846e-05 | 0,0
2430 | 81.0000042244792 | 151.37217712402344,187.55728149414062,0.21498438715934753 | -5.095996379852295,0.033542700111866,0.0050015500746667385 | 270.4 | -0.008145774714648724,-0.0813780277967453,-0.17918777465820312 | -0.9810017943382263,-0.00607687933370471,-0.11859996616840363 | 0,0
2440 | 81.33333757519722 | 149.82119750976562,187.56698608398438,0.21508178114891052 | -5.1742048263549805,0.03246956318616867,-0.0010689097689464688 | 270.4 | -4.270410499884747e-05,-0.1582430899143219,-0.045683834701776505 | 0.1741933673620224,0.0010099633364006877,0.0024183045607060194 | 0,0
2450 | 81.66667092591524 | 148.1015625,187.577880859375,0.21497832238674164 | -5.172910213470459,0.03287941962480545,-0.0002627125650178641 | 270.4 | -0.0009883695747703314,0.003916963003575802,-0.019500844180583954 | -0.08015155047178268,-7.4766569014173e-05,0.0013919415650889277 | 0,0
2460 | 82.00000427663326 | 146.37425231933594,187.58880615234375,0.21494357287883759 | -5.20444917678833,0.03315851464867592,-4.8514859372517094e-05 | 270.4 | -0.00019205710850656033,0.020239900797605515,-0.006203304510563612 | -0.08824824541807175,-0.0005414708866737783,0.00028147781267762184 | 0,0
2470 | 82.33333762735128 | 144.63780212402344,187.59974670410156,0.2149409055709839 | -5.225988864898682,0.03335259109735489,-1.092728507501306e-05 | 270.4 | 8.426202111877501e-05,0.017409304156899452,-0.00245094601996243 | -0.04621982201933861,0.00013232229684945196,6.00715029577259e-05 | 0,0
2480 | 82.6666709780693 | 142.896240234375,187.6106719970703,0.214944988489151 | -5.236620903015137,0.033204205334186554,-1.544694896438159e-06 | 270.4 | -0.0006450825021602213,0.018695848062634468,0.006836910266429186 | -0.02406120114028454,-0.0014324112562462687,2.2884339614392957e-06 | 0,0
2490 | 83.00000432878733 | 141.15203857421875,187.62161254882812,0.21494758129119873 | -5.243175029754639,0.032251741737127304,2.8796164315281203e-06 | 270.4 | -0.0016079319175332785,0.020800696685910225,0.028373057022690773 | -0.017495153471827507,-0.0029477474745362997,0.00010984496475430205 | 0,0
2500 | 83.33333767950535 | 139.40585327148438,187.63206481933594,0.21494857966899872 | -5.248974323272705,0.030256666243076324,2.0786635559488786e-06 | 270.3 | -0.0027517667040228844,0.02212502621114254,0.059264421463012695 | -0.0186538677662611,-0.007956101559102535,7.494630699511617e-05 | 0,0
2510 | 83.66667103022337 | 137.6700439453125,187.64170837402344,0.2150358110666275 | -4.963384628295898,0.02584393508732319,1.5256246399530937e-07 | 270.3 | -0.004024656023830175,-0.4622679650783539,0.07555381208658218 | 4.8623366355896,-0.03387914597988129,-8.009529665287118e-06 | 0,0
2520 | 84.00000438094139 | 136.84213256835938,187.64572143554688,0.21525202691555023 | -1.851540207862854,0.008266848511993885,0.0010986403794959188 | 270.3 | 0.006432993337512016,0.9468008875846863,0.05861275643110275 | 0.03289460763335228,0.00239518447779119,0.002313607605174184 | 0,0
2530 | 84.33333773165941 | 136.1938018798828,187.64857482910156,0.21454760432243347 | -2.2229063510894775,0.0089575769379735,0.00039729170384816825 | 270.2 | -0.0003093283739872277,0.6774460077285767,0.08039321005344391 | -2.792079210281372,0.009481747634708881,-0.0020126798190176487 | 0,0
2540 | 84.66667108237743 | 135.27635192871094,187.65206909179688,0.21409595012664795 | -3.2325596809387207,0.010886755771934986,6.497253343695775e-05 | 270.2 | -0.004943649750202894,0.21208055317401886,0.13043764233589172 | -3.0472466945648193,0.0018451082287356257,-0.00032724649645388126 | 0,0
2550 | 85.00000443309546 | 134.02322387695312,187.65586853027344,0.21398574113845825 | -4.228207588195801,0.010244160890579224,8.562567927583586e-06 | 270.1 | -0.00542046083137393,0.03276287764310837,0.18347318470478058 | -2.924179792404175,-0.004271389450877905,-6.0643582401098683e-05 | 0,0
2560 | 85.33333778381348 | 132.4781036376953,187.6590576171875,0.21408110857009888 | -4.894931793212891,0.006068842485547066,4.119186542084208e-06 | 270.1 | -0.009696823544800282,-0.18733809888362885,0.2238055020570755 | -1.0737131834030151,-0.045527685433626175,9.15374948817771e-06 | 0,0
2570 | 85.6666711345315 | 130.81651306152344,187.66067504882812,0.21526210010051727 | -5.0168585777282715,0.005726650822907686,0.000815789622720331 | 270.1 | 0.050473760813474655,-0.1687670648097992,-0.046058669686317444 | -0.006279944907873869,0.11536993086338043,-0.04878203198313713 | 0,0
2580 | 86.00000448524952 | 129.15028381347656,187.6609344482422,0.21421214938163757 | -4.993826866149902,-0.0045545147731900215,0.0002472084015607834 | 269.9 | 0.0026218281127512455,-0.03638795390725136,0.19301000237464905 | 0.024704931303858757,-0.0032795032020658255,0.009690385311841965 | 0,0
2590 | 86.33333783596754 | 127.48648071289062,187.65904235839844,0.21439525485038757 | -4.99038553237915,-0.007900950498878956,0.00039301993092522025 | 269.9 | 0.007460012566298246,-0.00574913527816534,0.1466447412967682 | -0.004105567466467619,0.007853143848478794,-0.0014502978883683681 | 0,0
2600 | 86.66667118668556 | 125.82210540771484,187.65586853027344,0.21446169912815094 | -4.996700763702393,-0.01182074286043644,8.062925917329267e-05 | 269.9 | -0.0007461393252015114,0.001616015681065619,0.13681839406490326 | -0.02609252743422985,-0.02097434177994728,-0.0005023116827942431 | 0,0
2610 | 87.00000453740358 | 124.15499114990234,187.6517791748047,0.21539375185966492 | -5.00176477432251,-0.012028418481349945,-0.0004974870826117694 | 269.9 | 0.00730004021897912,-0.01026778295636177,0.3997325003147125 | 0.07437228411436081,-0.037636082619428635,-0.022952446714043617 | 0,0
2620 | 87.3333378881216 | 122.4864501953125,187.64710998535156,0.2151528149843216 | -5.012777328491211,-0.014703216962516308,-0.0002157805283786729 | 269.8 | -0.0015103451441973448,-0.004852620419114828,-1.049910306930542 | 0.09909152239561081,-0.014998073689639568,-0.010898107662796974 | 0,0
2630 | 87.66667123883963 | 120.81710815429688,187.6419219970703,0.21493899822235107 | -5.0182061195373535,-0.015665752813220024,0.0019228780874982476 | 269.8 | 0.00556940259411931,0.02161503955721855,0.0249932911247015 | -0.1625490039587021,-0.0012016295222565532,-0.03599710389971733 | 0,0
2640 | 88.00000458955765 | 119.14360046386719,187.63677978515625,0.2149561196565628 | -5.032238006591797,-0.01593944802880287,0.0012241420336067677 | 269.8 | -0.00029414682649075985,0.025968680158257484,0.020150911062955856 | -0.1803731769323349,-0.0007433629943989217,-0.024093234911561012 | 0,0
2650 | 88.33333794027567 | 117.46721649169922,187.6313018798828,0.21496066451072693 | -5.048737049102783,-0.01680874638259411,0.0009637561161071062 | 269.8 | -0.003044622950255871,0.03701941296458244,0.027068449184298515 | -0.24314402043819427,-0.011240913532674313,-0.019836166873574257 | 0,0
2660 | 88.66667129099369 | 115.79234313964844,187.6258544921875,0.21482841670513153 | -4.9995269775390625,-0.016892341896891594,0.0031816710252314806 | 269.8 | -0.004971745423972607,0.004386135842651129,0.02272912673652172 | -0.6519269347190857,-0.01646546460688114,0.07632508873939514 | 0,0
2670 | 89.00000464171171 | 113.27725982666016,187.6175079345703,0.21516455709934235 | -5.217531681060791,-0.01740846037864685,0.002218010136857629 | 269.8 | 0.0012025926262140274,0.13660737872123718,0.001423270208761096 | -0.9931325316429138,0.0021961142774671316,-0.06465177237987518 | 0,0
2680 | 89.33333799242973 | 112.40133666992188,187.6145782470703,0.21514514088630676 | -5.240603446960449,-0.0176295917481184,-0.0008890767931006849 | 269.8 | 0.0005945508019067347,-0.1299329549074173,-0.00020043669792357832 | 0.2599954307079315,0.000953245849814266,-0.0036145856138318777 | 0,0
2690 | 89.66667134314775 | 110.483154296875,187.60813903808594,0.2149956077337265 | -5.223959445953369,-0.017639489844441414,-0.00028727509197779 | 269.8 | 0.00018498525605536997,-0.03400612249970436,4.696338510257192e-05 | -0.041785236448049545,-0.0003712624020408839,0.0014760417398065329 | 0,0
2700 | 90.00000469386578 | 108.91110229492188,187.6028594970703,0.2149551659822464 | -5.241180419921875,-0.01763218455016613,-6.461019802372903e-05 | 269.8 | 0.0003130784898530692,-0.021935435011982918,-0.0029587664175778627 | -0.05903720483183861,0.0003370083577465266,0.0003558519238140434 | 0,0
2710 | 90.3333380445838 | 107.15858459472656,187.5970001220703,0.2149464339017868 | -5.257293701171875,-0.017467055469751358,-1.346363660559291e-05 | 269.8 | 0.0003136589948553592,-0.02400090917944908,-0.007706057280302048 | -0.03975391015410423,0.0006015970720909536,6.75088886055164e-05 | 0,0
